key	text	tooltip
derpy_gg_service_name_raise_ziggurat	Raise the Ziggurat	false
derpy_gg_service_desc_raise_ziggurat	Overseer gangs work through the night. Upgrades one of your buildings to its next level at once, and free.||Costs 150 favour. Cooldown 12 turns. Needs rank 3, Sworn.	false
derpy_gg_service_name_works_of_zharr	Works of Zharr	false
derpy_gg_service_desc_works_of_zharr	-45% building construction cost, for every region you own, for 12 turns.||Costs 400 favour. Cooldown 15 turns. Needs rank 4, Favoured. Only the faction that leads The Overseers may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_works_of_zharr	Works of Zharr	false
effect_bundles_localised_description_derpy_gg_svc_works_of_zharr	Bought from The Overseers with favour. -45% building construction cost, for every region you own. Runs for 12 turns.	false
derpy_gg_service_name_coffle_drive	Coffle Drive	false
derpy_gg_service_desc_coffle_drive	+20% income from sacking and razing, for every army, for 8 turns.||Costs 50 favour. Cooldown 8 turns. Needs rank 2, Indebted.	false
effect_bundles_localised_title_derpy_gg_svc_coffle_drive	Coffle Drive	false
effect_bundles_localised_description_derpy_gg_svc_coffle_drive	Bought from The Slavers with favour. +20% income from sacking and razing, for every army. Runs for 8 turns.	false
derpy_gg_service_name_slave_tithe	Slave Tithe	false
derpy_gg_service_desc_slave_tithe	A column of slaves, delivered. Adds 400 armaments and 800 raw materials. A faction that keeps no such stockpiles is paid 3,000 gold instead.||Costs 150 favour. Cooldown 10 turns. Needs rank 3, Sworn.	false
derpy_gg_service_name_great_coffle	The Great Coffle	false
derpy_gg_service_desc_great_coffle	+45% income from sacking and razing, for every army, for 12 turns.||Costs 400 favour. Cooldown 18 turns. Needs rank 4, Favoured. Only the faction that leads The Slavers may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_great_coffle	The Great Coffle	false
effect_bundles_localised_description_derpy_gg_svc_great_coffle	Bought from The Slavers with favour. +45% income from sacking and razing, for every army. Runs for 12 turns.	false
derpy_gg_panel_title	The Great Guilds	false
derpy_gg_favour	Favour	false
derpy_gg_reputation	Reputation	false
derpy_gg_you	You	false
derpy_gg_earned_now	Reputation this turn:	false
derpy_gg_earned_last	Last turn:	false
derpy_gg_earned_none	none	false
derpy_gg_earned_more	and more	false
derpy_gg_earned_held	over this turn's limit, not paid	false
derpy_gg_earned_limit	The most this guild pays you in one turn:	false
derpy_gg_earned_no_limit	This guild has no limit per turn.	false
derpy_gg_earned_help	Bounties and paid demands always pay in full.	false
derpy_gg_src_income	income	false
derpy_gg_src_battles	battles	false
derpy_gg_src_research	research	false
derpy_gg_src_agents	hero actions	false
derpy_gg_src_buildings	buildings	false
derpy_gg_src_settlements	settlements taken	false
derpy_gg_src_missions	missions	false
derpy_gg_src_bounties	bounties	false
derpy_gg_src_demands	demands paid	false
derpy_gg_src_other	other	false
derpy_gg_src_withheld	Over the limit, not paid:	false
derpy_gg_standing_help	REPUTATION sets your rank, and it can fall. FAVOUR is earned alongside it and is what you spend - spending it never costs you rank.||Unmarked 0 / Indebted 100 / Sworn 300 / Favoured 700 / Exalted 1500||Help tab: the full rules.	false
derpy_gg_cost_label	Favour cost	false
derpy_gg_tab_guilds	Guilds	false
derpy_gg_tab_stand	Leaderboard	false
derpy_gg_tab_bounty	Bounties	false
derpy_gg_tab_help	Help	false
derpy_gg_tab_log	Log	false
derpy_gg_hdr_log	What has happened, newest first.	false
derpy_gg_log_help	Every rank you gain or lose, every service you buy, every service your rivals buy or use against you, and every guild lead that changes hands. The most recent entries are kept.	false
derpy_gg_log_empty	Nothing yet. Ranks gained and lost, services bought and leads changing hands are recorded here.	false
derpy_gg_log_turn	Turn	false
derpy_gg_log_rose	you rose to	false
derpy_gg_log_fell	you fell to	false
derpy_gg_log_bought	you bought	false
derpy_gg_log_ai_bought	bought	false
derpy_gg_log_hit	was used against you by	false
derpy_gg_log_lead_won	you took the lead	false
derpy_gg_log_lead_lost	you lost the lead to	false
derpy_gg_log_from	from	false
derpy_gg_take	Take	false
derpy_gg_bounty_none	No bounty on offer	false
derpy_gg_bounty_taken	Taken	false
derpy_gg_bounty_pays	Pays	false
derpy_gg_bounty_turns	turns left	false
derpy_gg_bounty_lord	Their general	false
derpy_gg_leader	Leader	false
derpy_gg_nobody	Nobody yet	false
derpy_gg_hdr_stand	Hover a row for the full table.	false
derpy_gg_hdr_bounty	Three offers, drawn from every guild.	false
derpy_gg_hdr_help	How the Great Guilds work.	false
derpy_gg_rival	Rival:	false
derpy_gg_bounty_routine	Routine	false
derpy_gg_bounty_hard	Hard	false
derpy_gg_bounty_grim	Grim	false
derpy_gg_cost_base	base	false
derpy_gg_cost_loyal	The guild knows you, and charges less.	false
derpy_gg_cost_rival	You wear their rival's mark, and they charge for it.	false
derpy_gg_needs_target	Select an enemy character on the campaign map first - this service is aimed at their faction.	false
derpy_gg_needs_target_short	Pick a target	false
derpy_gg_needs_army	Select one of your own armies on the campaign map first - the regiment joins whoever is selected.	false
derpy_gg_needs_region_any	Select a settlement on the campaign map first - its region is what gets revealed.	false
derpy_gg_needs_region_own	Select one of your OWN settlements on the campaign map first, with a building that still has somewhere to go.	false
derpy_gg_needs_research	Start researching something first - this finishes whatever technology you have queued in the tech tree.	false
derpy_gg_no_unit	This guild keeps no regiment your people would muster. Their other services are open to you.	false
derpy_gg_per_turn	/turn	false
derpy_gg_upkeep_on	Upkeep, taken every turn:	false
derpy_gg_upkeep_soon	An upkeep begins on turn	false
derpy_gg_upkeep_help	Reputation has to be held, not just won. Every guild you have reputation with charges a little back each turn, and the higher your rank the more it costs to sit on - so a guild you stop feeding slides back down the ladder, and its bonus goes with it.	false
derpy_gg_table_head	Reputation with this guild:	false
derpy_gg_more	more	false
derpy_gg_unranked	no reputation yet	false
derpy_gg_buy	Buy	false
derpy_gg_prev	<	false
derpy_gg_next	>	false
derpy_gg_tab_court	Court	false
derpy_gg_hdr_court	Demands, patronage and who leads.	false
derpy_gg_needs_lead	Foremost only	false
derpy_gg_lead_you	You lead them	false
derpy_gg_lead_by	Led by	false
derpy_gg_lead_title	Foremost	false
derpy_gg_lead_hint	Only the faction holding the most reputation with this guild may buy this. Out-earn whoever holds it.	false
derpy_gg_patron_none	No patron appointed	false
derpy_gg_patron_appoint	Appoint	false
derpy_gg_patron_dismiss	Dismiss	false
derpy_gg_patron_of	Patron	false
derpy_gg_patron_needs_char	Select one of your own lords on the campaign map, then press Appoint.	false
derpy_gg_patron_elsewhere	Your patron already serves another guild. Appointing here moves them.	false
derpy_gg_demand_none	No demand stands against you	false
derpy_gg_demand_pay	Pay	false
derpy_gg_demand_owed	They want	false
derpy_gg_demand_due	turns to pay	false
derpy_gg_demand_short	You cannot pay this yet	false
derpy_gg_demand_gold	gold	false
derpy_gg_demand_favour	favour	false
derpy_gg_needs	Needs	false
derpy_gg_opener_ready	Ready to buy:	false
derpy_gg_opener_none	Nothing needs you right now.	false
derpy_gg_opener_bounties	Bounties to take:	false
derpy_gg_opener_demand	A demand you can pay now:	false
derpy_gg_opener_click	Click to open.	false
derpy_gg_pager_end	Nothing further this way.	false
derpy_gg_pager_page_next	Next page	false
derpy_gg_pager_page_prev	Previous page	false
derpy_gg_ready	ready to buy	false
derpy_gg_confirm	Confirm	false
derpy_gg_confirm_tip	This spends half or more of your favour with this guild, or is aimed at another faction. Press Confirm to go ahead.	false
derpy_gg_open_guild	Click to see this guild's services.	false
derpy_gg_pick_button	Select	false
derpy_gg_pick_help	Press Select to move this panel aside while you choose on the map.	false
derpy_gg_pick_cancel	Press Escape or Cancel to go back.	false
derpy_gg_cancel	Cancel	false
derpy_gg_map_tip	Click the card to see the target on the map.	false
derpy_gg_frow_map	Click to see their capital on the map.	false
derpy_gg_lf_all	All	false
derpy_gg_lf_mine	Yours	false
derpy_gg_lf_rivals	Rivals	false
derpy_gg_lf_ranks	Ranks	false
derpy_gg_log_empty_filter	Nothing of this kind yet. Press All to see every entry.	false
derpy_gg_demand_name_renounce	Renunciation	false
derpy_gg_demand_desc_renounce	The guild wants you to burn what you have built with its rival. The favour goes; the reputation stays.	false
derpy_gg_demand_name_tribute	Tribute	false
derpy_gg_demand_desc_tribute	The guild wants gold, and it wants it now.	false
derpy_gg_help_t1	The Guilds	false
derpy_gg_help_p1	#Two numbers, per guild||-REPUTATION is earned by playing and is never spent. It alone sets your rank.||-It can also fall: to a rival you have been feeding, to a demand you let expire, to a bounty you took and did not finish, and to the upkeep every guild charges to keep you on its books.||-FAVOUR is earned alongside it and is the currency services are bought with. Spending it never costs you rank, so there is no reason to hoard it.||#The five ranks||-Unmarked 0 / Indebted 100 / Sworn 300 / Favoured 700 / Exalted 1500||-Each rank gives a bonus that lasts exactly as long as the rank does. The Guilds tab names the one you hold.||#Services||-Each guild sells three, each opened by a rank and paid for in favour. Each has a cooldown.||-The price moves with your reputation: a guild that knows you charges less, one whose rival you have been courting charges more.	false
derpy_gg_help_t2	Earning	false
derpy_gg_help_p2	#What each guild pays for||-The Brass Tablets: your income, every turn||-The Immortals: battles won, doubled when outnumbered||-The Daemonsmiths: technologies completed||-The Khanate: successful hero actions||-The Overseers: settlements growing a level, and buildings no other guild claims||-The Slavers: settlements sacked, more when razed||-A finished BUILDING pays its own guild - a forge the Daemonsmiths, a dock the Brass Tablets, a barracks the Immortals. Higher levels pay more, and its card names the guild.||#Every guild at once||-Every completed MISSION raises your reputation with all six guilds.||#Rivalry||-Brass Tablets and Khanate / Immortals and Daemonsmiths / Overseers and Slavers||-Earning with one takes reputation from its rival once you reach Indebted there - never a rank.||#A limit each turn||-Most guilds pay only so much each turn. The Guilds tab shows what each paid.	false
derpy_gg_help_t3	Bounties	false
derpy_gg_help_p3	#The board||-Three offers at a time, drawn from every guild. Taking one turns it into a real mission.||-Finish it and that guild pays gold and a large amount of reputation - far more than an ordinary mission.||-Leave it alone, or hand it back, and nothing is lost but the offer.||-Take it and FAIL it and that guild takes back what finishing it would have paid. Declining work is free; promising it and not delivering is not.||#The price is the target||-A defended provincial capital is worth several times a ruined border town.||-A veteran faction leader several times a fresh general.||-Every offer is rated Routine, Hard or Grim, which is the guild saying why the number is what it is.||#Two rules about the price||-An offer you have NOT taken re-prices as the world moves.||-One you HAVE taken keeps the price you agreed.	false
derpy_gg_help_t4	The Court	false
derpy_gg_help_p4	#Leading a guild||-Held by whichever faction in the world has the most reputation with it - you or a rival.||-The leader carries an extra bonus, and the guild's dearest service is sold to nobody else.||-It can be taken from you. The Leaderboard tab shows who leads each guild.||#Demands||-Every so often a guild that already knows you asks for something, with a deadline on it.||-It wants either gold, or the favour you hold with its own rival.||-Pay it and your reputation jumps. Let the deadline pass and it falls, far enough to cost you a rank.||#A patron||-One of your lords, bound to one guild. Select them on the campaign map, then press Appoint.||-Their army gains replenishment and campaign movement.||-That guild's reputation pays half again and its services cost less.||-One lord, one guild. Appointing a second moves the post.	false
derpy_gg_help_t5	Losing reputation	false
derpy_gg_help_p5	#Reputation can fall||-It is earned by playing and never spent - but four things take it back, and all four can cost you a rank and the bonus that came with it.||#Upkeep, every turn||-After the opening turns, every guild you hold reputation with takes a little of it back each turn.||-The higher your rank there, the more it costs to hold. A guild you stop feeding slides back down the ladder on its own.||-The Guilds tab names the figure, in red, beside your reputation.||#A rival you have been feeding||-Earning with a guild takes reputation from the guild it argues with. You cannot court all six at once.||#A demand you let expire||-The Court tab holds the terms and the deadline. Silence costs more than the demand asked for.||#A bounty you took and failed||-Leaving an offer alone costs nothing, and handing one back costs nothing.||-Failing one you accepted costs what finishing it would have paid.	false
derpy_gg_help_of	of	false
