effect_bundle_key	effect_key	effect_scope	value	advancement_stage
derpy_gg_rank_overseers_4	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_patron	wh_main_effect_force_all_campaign_replenishment_rate	force_to_force_own	10	start_turn_completed
derpy_gg_patron	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_great_coffle	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
derpy_gg_rank_brass_2_emp	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	3	start_turn_completed
derpy_gg_rank_brass_3_emp	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6	start_turn_completed
derpy_gg_rank_brass_4_emp	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_brass_5_emp	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	15	start_turn_completed
derpy_gg_lead_brass_emp	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_immortals_2_emp	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	3	start_turn_completed
derpy_gg_rank_immortals_3_emp	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6	start_turn_completed
derpy_gg_rank_immortals_3_emp	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	1	start_turn_completed
derpy_gg_rank_immortals_4_emp	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_immortals_4_emp	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	2	start_turn_completed
derpy_gg_rank_immortals_5_emp	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15	start_turn_completed
derpy_gg_rank_immortals_5_emp	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	3	start_turn_completed
derpy_gg_lead_immortals_emp	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_2_emp	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_daemonsmiths_3_emp	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_daemonsmiths_4_emp	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_5_emp	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_daemonsmiths_emp	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_khanate_2_emp	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-3	start_turn_completed
derpy_gg_rank_khanate_3_emp	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-6	start_turn_completed
derpy_gg_rank_khanate_4_emp	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_khanate_5_emp	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-15	start_turn_completed
derpy_gg_lead_khanate_emp	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_overseers_2_emp	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-3	start_turn_completed
derpy_gg_rank_overseers_3_emp	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-6	start_turn_completed
derpy_gg_rank_overseers_4_emp	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5_emp	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers_emp	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2_emp	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3_emp	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4_emp	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5_emp	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers_emp	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly_emp	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger_emp	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft_emp	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy_emp	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite_emp	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance_emp	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark_emp	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price_emp	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs_emp	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr_emp	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive_emp	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_great_coffle_emp	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
derpy_gg_rank_brass_2_dwf	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	3	start_turn_completed
derpy_gg_rank_brass_3_dwf	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6	start_turn_completed
derpy_gg_rank_brass_4_dwf	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_brass_5_dwf	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	15	start_turn_completed
derpy_gg_lead_brass_dwf	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_immortals_2_dwf	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	3	start_turn_completed
derpy_gg_rank_immortals_3_dwf	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6	start_turn_completed
derpy_gg_rank_immortals_3_dwf	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	1	start_turn_completed
derpy_gg_rank_immortals_4_dwf	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_immortals_4_dwf	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	2	start_turn_completed
derpy_gg_rank_immortals_5_dwf	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15	start_turn_completed
derpy_gg_rank_immortals_5_dwf	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	3	start_turn_completed
derpy_gg_lead_immortals_dwf	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_2_dwf	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_daemonsmiths_3_dwf	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_daemonsmiths_4_dwf	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_5_dwf	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_daemonsmiths_dwf	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_khanate_2_dwf	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-3	start_turn_completed
derpy_gg_rank_khanate_3_dwf	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-6	start_turn_completed
derpy_gg_rank_khanate_4_dwf	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_khanate_5_dwf	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-15	start_turn_completed
derpy_gg_lead_khanate_dwf	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_overseers_2_dwf	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-3	start_turn_completed
derpy_gg_rank_overseers_3_dwf	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-6	start_turn_completed
derpy_gg_rank_overseers_4_dwf	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5_dwf	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers_dwf	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2_dwf	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3_dwf	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4_dwf	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5_dwf	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers_dwf	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly_dwf	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger_dwf	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft_dwf	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy_dwf	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite_dwf	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance_dwf	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark_dwf	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price_dwf	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs_dwf	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr_dwf	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive_dwf	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_great_coffle_dwf	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
derpy_gg_rank_brass_2_brt	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	3	start_turn_completed
derpy_gg_rank_brass_3_brt	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6	start_turn_completed
derpy_gg_rank_brass_4_brt	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_brass_5_brt	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	15	start_turn_completed
derpy_gg_lead_brass_brt	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_immortals_2_brt	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	3	start_turn_completed
derpy_gg_rank_immortals_3_brt	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6	start_turn_completed
derpy_gg_rank_immortals_3_brt	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	1	start_turn_completed
derpy_gg_rank_immortals_4_brt	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_immortals_4_brt	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	2	start_turn_completed
derpy_gg_rank_immortals_5_brt	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15	start_turn_completed
derpy_gg_rank_immortals_5_brt	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	3	start_turn_completed
derpy_gg_lead_immortals_brt	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_2_brt	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_daemonsmiths_3_brt	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_daemonsmiths_4_brt	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_5_brt	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_daemonsmiths_brt	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_khanate_2_brt	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-3	start_turn_completed
derpy_gg_rank_khanate_3_brt	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-6	start_turn_completed
derpy_gg_rank_khanate_4_brt	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_khanate_5_brt	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-15	start_turn_completed
derpy_gg_lead_khanate_brt	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_overseers_2_brt	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-3	start_turn_completed
derpy_gg_rank_overseers_3_brt	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-6	start_turn_completed
derpy_gg_rank_overseers_4_brt	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5_brt	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers_brt	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2_brt	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3_brt	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4_brt	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5_brt	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers_brt	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly_brt	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger_brt	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft_brt	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy_brt	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite_brt	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance_brt	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark_brt	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price_brt	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs_brt	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr_brt	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive_brt	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_great_coffle_brt	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
derpy_gg_rank_brass_2_cth	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	3	start_turn_completed
derpy_gg_rank_brass_3_cth	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6	start_turn_completed
derpy_gg_rank_brass_4_cth	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_brass_5_cth	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	15	start_turn_completed
derpy_gg_lead_brass_cth	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_immortals_2_cth	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	3	start_turn_completed
derpy_gg_rank_immortals_3_cth	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6	start_turn_completed
derpy_gg_rank_immortals_3_cth	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	1	start_turn_completed
derpy_gg_rank_immortals_4_cth	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_immortals_4_cth	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	2	start_turn_completed
derpy_gg_rank_immortals_5_cth	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15	start_turn_completed
derpy_gg_rank_immortals_5_cth	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	3	start_turn_completed
derpy_gg_lead_immortals_cth	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_2_cth	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_daemonsmiths_3_cth	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_daemonsmiths_4_cth	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_5_cth	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_daemonsmiths_cth	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_khanate_2_cth	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-3	start_turn_completed
derpy_gg_rank_khanate_3_cth	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-6	start_turn_completed
derpy_gg_rank_khanate_4_cth	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_khanate_5_cth	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-15	start_turn_completed
derpy_gg_lead_khanate_cth	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_overseers_2_cth	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-3	start_turn_completed
derpy_gg_rank_overseers_3_cth	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-6	start_turn_completed
derpy_gg_rank_overseers_4_cth	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5_cth	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers_cth	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2_cth	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3_cth	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4_cth	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5_cth	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers_cth	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly_cth	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger_cth	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft_cth	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy_cth	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite_cth	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance_cth	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark_cth	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price_cth	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs_cth	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr_cth	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive_cth	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
